asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,load_filled,rpm_filled,avrg_speed,distance_speed,distance_cum,delay,fuel,filled_speed,filled_meter,filled_load,filled_rpm
487,2017-10-05 14:49:09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False
487,2017-10-05 14:49:09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,False,False,False,False
487,2017-10-05 14:49:12,2.0,nan,655.0,nan,nan,nan,nan,nan,2.0,nan,nan,655.0,nan,1.6666666666666667,1.6666666666666667,3.0,nan,False,False,False,False
487,2017-10-05 14:49:12,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,655.0,655.0,2.0,0.0,1.6666666666666667,0.0,nan,True,False,True,True
487,2017-10-05 14:49:13,3.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,655.0,655.0,2.0,0.8333333333333334,2.5,1.0,nan,False,False,True,True
487,2017-10-05 14:49:14,4.0,nan,663.0,nan,nan,nan,nan,nan,4.0,nan,655.0,663.0,2.5,1.1111111111111112,3.611111111111111,1.0,nan,False,False,True,False
487,2017-10-05 14:49:16,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,663.0,663.0,3.0,2.2222222222222223,5.833333333333334,2.0,nan,True,False,True,True
487,2017-10-05 14:49:17,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,663.0,663.0,3.0,1.1111111111111112,6.944444444444445,1.0,nan,True,False,True,True
487,2017-10-05 14:49:17,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,663.0,663.0,3.0,0.0,6.944444444444445,0.0,nan,True,False,True,True
487,2017-10-05 14:49:21,6.0,12106.0,772.0,nan,3215197.0,nan,nan,nan,6.0,nan,663.0,772.0,3.0,6.666666666666667,13.61111111111111,4.0,nan,False,False,True,False
487,2017-10-05 14:49:21,nan,nan,nan,nan,nan,nan,nan,nan,6.0,nan,772.0,772.0,3.75,0.0,13.61111111111111,0.0,nan,True,False,True,True
487,2017-10-05 14:49:25,4.0,1052.0,721.0,nan,3215198.0,nan,nan,nan,4.0,nan,772.0,721.0,3.75,4.444444444444445,18.055555555555557,4.0,1.0,False,False,True,False
487,2017-10-05 14:49:56,0.0,792.0,664.0,27.0,3215212.0,nan,nan,nan,0.0,nan,27.0,664.0,3.8,0.0,18.055555555555557,31.000000000000004,14.0,False,False,False,False
487,2017-10-05 14:50:27,nan,256.0,949.0,23.0,3215230.0,nan,nan,nan,0.0,nan,23.0,949.0,3.1666666666666665,0.0,18.055555555555557,31.000000000000004,18.0,True,False,False,False
487,2017-10-05 14:50:58,nan,0.0,953.0,22.0,3215252.0,nan,nan,nan,0.0,nan,22.0,953.0,3.1666666666666665,0.0,18.055555555555557,31.000000000000004,22.0,True,False,False,False
487,2017-10-05 14:51:29,nan,nan,951.0,21.0,3215274.0,nan,nan,nan,0.0,nan,21.0,951.0,3.1666666666666665,0.0,18.055555555555557,31.000000000000004,22.0,True,False,False,False
487,2017-10-05 14:51:59,3.0,653.0,660.0,28.0,3215290.0,3384253.0,nan,nan,3.0,3384253.0,28.0,660.0,3.1666666666666665,25.000000000000007,43.055555555555564,30.000000000000004,16.0,False,False,False,False
487,2017-10-05 14:52:30,0.0,0.0,948.0,26.0,3215309.0,nan,nan,nan,0.0,3384253.0,26.0,948.0,3.142857142857143,0.0,43.055555555555564,31.000000000000004,19.0,False,True,False,False
487,2017-10-05 14:53:01,nan,nan,527.0,81.0,3215321.0,nan,nan,nan,0.0,3384253.0,81.0,527.0,2.75,0.0,43.055555555555564,31.000000000000004,12.0,True,True,False,False
487,2017-10-05 14:53:31,nan,217.0,0.0,0.0,3215325.0,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,30.000000000000004,4.0,True,True,False,False
487,2017-10-05 14:54:00,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,29.000000000000004,4.0,True,True,True,True
487,2017-10-05 14:54:00,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,0.0,4.0,True,True,True,True
487,2017-10-05 14:54:01,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,1.0,4.0,True,True,True,True
487,2017-10-05 14:54:01,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,0.0,4.0,True,True,True,True
487,2017-10-05 14:54:01,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,0.0,4.0,True,True,True,True
487,2017-10-05 14:54:01,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,0.0,4.0,True,True,True,True
487,2017-10-05 14:54:01,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,0.0,4.0,True,True,True,True
487,2017-10-05 14:54:31,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,30.000000000000004,4.0,True,True,True,True
487,2017-10-05 14:54:42,nan,176.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,11.0,4.0,True,True,True,True
487,2017-10-05 14:55:12,nan,421.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,30.000000000000004,4.0,True,True,True,True
487,2017-10-05 14:55:42,nan,320.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,30.000000000000004,4.0,True,True,True,True
487,2017-10-05 14:56:13,nan,260.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,31.000000000000004,4.0,True,True,True,True
487,2017-10-05 14:56:44,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,31.000000000000004,4.0,True,True,True,True
487,2017-10-05 14:57:14,nan,252.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,30.000000000000004,4.0,True,True,True,True
487,2017-10-05 14:57:45,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,31.000000000000004,4.0,True,True,True,True
487,2017-10-05 14:58:16,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,31.000000000000004,4.0,True,True,True,True
487,2017-10-05 14:58:47,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,31.000000000000004,4.0,True,True,True,True
487,2017-10-05 14:59:18,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,31.000000000000004,4.0,True,True,True,True
487,2017-10-05 14:59:49,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,31.000000000000004,4.0,True,True,True,True
487,2017-10-05 15:00:20,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,31.000000000000004,4.0,True,True,True,True
487,2017-10-05 15:00:51,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,31.000000000000004,4.0,True,True,True,True
487,2017-10-05 15:01:21,nan,104.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,30.000000000000004,4.0,True,True,True,True
487,2017-10-05 15:01:52,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,31.000000000000004,4.0,True,True,True,True
487,2017-10-05 15:02:23,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,31.000000000000004,4.0,True,True,True,True
487,2017-10-05 15:02:53,nan,1535.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,30.000000000000004,4.0,True,True,True,True
487,2017-10-05 15:03:24,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,31.000000000000004,4.0,True,True,True,True
487,2017-10-05 15:03:54,nan,299.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,30.000000000000004,4.0,True,True,True,True
487,2017-10-05 15:04:04,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,10.0,4.0,True,True,True,True
487,2017-10-05 15:04:33,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3384253.0,0.0,0.0,2.75,0.0,43.055555555555564,29.000000000000004,4.0,True,True,True,True
